Date	Region	IsWeekday	DryBulbTemp	RealTimeDemand
13-Mar-19	ME	TRUE	30.625	1311.956833
14-Mar-19	ME	TRUE	36	1294.27425
15-Mar-19	ME	TRUE	44.58333333	1268.324083
16-Mar-19	ME	FALSE	42.625	1184.801
17-Mar-19	ME	FALSE	31.625	1251.515292
18-Mar-19	ME	TRUE	29.29166667	1322.618125
19-Mar-19	ME	TRUE	29.83333333	1321.944458
20-Mar-19	ME	TRUE	32.66666667	1297.426958
21-Mar-19	ME	TRUE	38.625	1273.724792
22-Mar-19	ME	TRUE	36.95833333	1300.897833
23-Mar-19	ME	FALSE	39.125	1199.30125
24-Mar-19	ME	FALSE	41.25	1178.990375
25-Mar-19	ME	TRUE	37.875	1237.649292
26-Mar-19	ME	TRUE	31.375	1276.738167
27-Mar-19	ME	TRUE	31.875	1269.28375
28-Mar-19	ME	TRUE	38.5	1245.464458
29-Mar-19	ME	TRUE	44.75	1232.3725
30-Mar-19	ME	FALSE	39.16666667	1199.0515
31-Mar-19	ME	FALSE	46.91666667	1161.842292
1-Apr-19	ME	TRUE	36.20833333	1236.135333
2-Apr-19	ME	TRUE	36.54166667	1230.042167
3-Apr-19	ME	TRUE	42.91666667	1240.050167
4-Apr-19	ME	TRUE	38.41666667	1250.104417
5-Apr-19	ME	TRUE	35.70833333	1245.363
6-Apr-19	ME	FALSE	44.75	1166.921417
7-Apr-19	ME	FALSE	46.375	1130.220417
8-Apr-19	ME	TRUE	35.04166667	1298.312708
9-Apr-19	ME	TRUE	31.75	1324.034958
10-Apr-19	ME	TRUE	35.75	1316.574333
11-Apr-19	ME	TRUE	39	1257.611083
12-Apr-19	ME	TRUE	40	1240.800708
13-Apr-19	ME	FALSE	54.04166667	1132.322417
14-Apr-19	ME	FALSE	52.29166667	1096.395958
15-Apr-19	ME	TRUE	47.58333333	1206.408125
16-Apr-19	ME	TRUE	44.25	1218.539708
17-Apr-19	ME	TRUE	46.41666667	1178.408083
18-Apr-19	ME	TRUE	40.79166667	1248.590292
19-Apr-19	ME	TRUE	54.54166667	1165.461792
20-Apr-19	ME	FALSE	55.29166667	1115.906542
21-Apr-19	ME	FALSE	52.625	1095.034375
22-Apr-19	ME	TRUE	51.41666667	1159.563542
23-Apr-19	ME	TRUE	48.25	1206.106208
24-Apr-19	ME	TRUE	45.54166667	1248.005417
25-Apr-19	ME	TRUE	46.875	1169.793042
26-Apr-19	ME	TRUE	42.66666667	1225.588
27-Apr-19	ME	FALSE	48.33333333	1180.27225
28-Apr-19	ME	FALSE	47.45833333	1136.458542
29-Apr-19	ME	TRUE	46	1198.527958
30-Apr-19	ME	TRUE	46.125	1199.901333
1-May-19	ME	TRUE	46.58333333	1184.408917
2-May-19	ME	TRUE	43.29166667	1239.680375
3-May-19	ME	TRUE	44.625	1216.329
4-May-19	ME	FALSE	50.70833333	1117.969167
5-May-19	ME	FALSE	53.04166667	1093.717375
6-May-19	ME	TRUE	51.91666667	1143.114583
7-May-19	ME	TRUE	54.25	1181.365083
8-May-19	ME	TRUE	53	1145.5265
9-May-19	ME	TRUE	47.75	1146.141375
10-May-19	ME	TRUE	47.91666667	1212.930292
11-May-19	ME	FALSE	55.04166667	1082.664917
12-May-19	ME	FALSE	49.875	1072.233167
13-May-19	ME	TRUE	46.54166667	1188.685833
14-May-19	ME	TRUE	41.95833333	1242.045
15-May-19	ME	TRUE	47.25	1234.510208
16-May-19	ME	TRUE	51.04166667	1173.917708
17-May-19	ME	TRUE	49.41666667	1182.908375
18-May-19	ME	FALSE	55.625	1074.884958
19-May-19	ME	FALSE	53.75	1121.081167
20-May-19	ME	TRUE	60.41666667	1194.090042
21-May-19	ME	TRUE	59.58333333	1156.1935
22-May-19	ME	TRUE	56.41666667	1142.10025
23-May-19	ME	TRUE	55.875	1166.311458
24-May-19	ME	TRUE	57	1184.467833
25-May-19	ME	FALSE	57.70833333	1088.787625
26-May-19	ME	FALSE	61.75	1104.942333
27-May-19	ME	TRUE	61.625	1120.988583
28-May-19	ME	TRUE	48.04166667	1207.612375
29-May-19	ME	TRUE	49.04166667	1227.632375
30-May-19	ME	TRUE	51.79166667	1181.262917
31-May-19	ME	TRUE	58.33333333	1160.408375
1-Jun-19	ME	FALSE	55.75	1092.771333
2-Jun-19	ME	FALSE	51.625	1120.359167
3-Jun-19	ME	TRUE	58.625	1159.308833
4-Jun-19	ME	TRUE	58.125	1144.983875
5-Jun-19	ME	TRUE	57	1170.20725
6-Jun-19	ME	TRUE	61.79166667	1188.399625
7-Jun-19	ME	TRUE	61.875	1154.247625
8-Jun-19	ME	FALSE	62.25	1088.217417
9-Jun-19	ME	FALSE	61.33333333	1100.326958
10-Jun-19	ME	TRUE	64.45833333	1223.940833
11-Jun-19	ME	TRUE	62.83333333	1238.22
12-Jun-19	ME	TRUE	62.125	1194.779583
13-Jun-19	ME	TRUE	54.66666667	1199.47725
14-Jun-19	ME	TRUE	57.91666667	1194.95825
15-Jun-19	ME	FALSE	63.83333333	1127.172917
16-Jun-19	ME	FALSE	65.375	1145.847458
17-Jun-19	ME	TRUE	66.16666667	1228.689333
18-Jun-19	ME	TRUE	61.95833333	1221.194125
19-Jun-19	ME	TRUE	60.33333333	1227.910333
20-Jun-19	ME	TRUE	57.375	1245.05175
21-Jun-19	ME	TRUE	63.75	1225.241833
22-Jun-19	ME	FALSE	67.375	1138.905292
23-Jun-19	ME	FALSE	71.29166667	1156.924542
24-Jun-19	ME	TRUE	65.83333333	1240.495167
25-Jun-19	ME	TRUE	58.95833333	1232.682917
26-Jun-19	ME	TRUE	64.125	1264.444417
27-Jun-19	ME	TRUE	63.125	1269.501375
28-Jun-19	ME	TRUE	68.5	1313.100708
29-Jun-19	ME	FALSE	73.83333333	1294.721292
30-Jun-19	ME	FALSE	67	1247.813042
1-Jul-19	ME	TRUE	70.875	1323.074125
2-Jul-19	ME	TRUE	76.70833333	1409.050583
3-Jul-19	ME	TRUE	75.16666667	1442.791417
4-Jul-19	ME	TRUE	76.625	1391.42525
5-Jul-19	ME	TRUE	75.83333333	1501.760917
6-Jul-19	ME	FALSE	76.58333333	1489.041375
7-Jul-19	ME	FALSE	70.08333333	1300.495542
8-Jul-19	ME	TRUE	69.29166667	1364.464542
9-Jul-19	ME	TRUE	73.625	1418.259542
10-Jul-19	ME	TRUE	69.79166667	1440.388833
11-Jul-19	ME	TRUE	64.95833333	1392.109125
12-Jul-19	ME	TRUE	69.41666667	1393.354417
13-Jul-19	ME	FALSE	73.08333333	1381.912833
14-Jul-19	ME	FALSE	75.08333333	1385.904625
15-Jul-19	ME	TRUE	72.54166667	1426.624167
16-Jul-19	ME	TRUE	71.75	1444.704125
17-Jul-19	ME	TRUE	76.66666667	1546.103667
18-Jul-19	ME	TRUE	70.125	1459.468208
19-Jul-19	ME	TRUE	71	1474.476667
20-Jul-19	ME	FALSE	82.25	1597.410208
21-Jul-19	ME	FALSE	84.625	1641.660708
22-Jul-19	ME	TRUE	72.08333333	1516.896875
23-Jul-19	ME	TRUE	64.33333333	1366.7405
24-Jul-19	ME	TRUE	69.79166667	1403.243833
25-Jul-19	ME	TRUE	68.25	1379.144833
26-Jul-19	ME	TRUE	70.625	1432.904542
27-Jul-19	ME	FALSE	70	1343.847583
28-Jul-19	ME	FALSE	72.29166667	1376.595292
29-Jul-19	ME	TRUE	77.08333333	1607.035583
30-Jul-19	ME	TRUE	78.20833333	1652.548917
31-Jul-19	ME	TRUE	78.875	1649.047542
1-Aug-19	ME	TRUE	75.83333333	1559.66625
2-Aug-19	ME	TRUE	72.08333333	1447.677167
3-Aug-19	ME	FALSE	71.33333333	1383.829833
4-Aug-19	ME	FALSE	70.41666667	1348.2305
5-Aug-19	ME	TRUE	66.75	1359.320958
6-Aug-19	ME	TRUE	68.79166667	1400.522917
7-Aug-19	ME	TRUE	70.79166667	1463.175667
8-Aug-19	ME	TRUE	71.70833333	1476.629083
9-Aug-19	ME	TRUE	72.83333333	1423.710333
10-Aug-19	ME	FALSE	66.95833333	1263.652292
11-Aug-19	ME	FALSE	66.41666667	1219.426708
12-Aug-19	ME	TRUE	73.16666667	1412.6925
13-Aug-19	ME	TRUE	70.95833333	1455.998083
14-Aug-19	ME	TRUE	68.04166667	1400.528917
15-Aug-19	ME	TRUE	68.04166667	1383.680125
16-Aug-19	ME	TRUE	66.91666667	1363.511583
17-Aug-19	ME	FALSE	67.45833333	1284.414625
18-Aug-19	ME	FALSE	70.08333333	1341.199417
19-Aug-19	ME	TRUE	73.125	1507.109542
20-Aug-19	ME	TRUE	74.91666667	1505.984417
21-Aug-19	ME	TRUE	67.79166667	1415.632792
22-Aug-19	ME	TRUE	74.79166667	1504.274708
23-Aug-19	ME	TRUE	70.5	1374.173792
24-Aug-19	ME	FALSE	64.83333333	1198.986583
25-Aug-19	ME	FALSE	61.08333333	1168.792667
26-Aug-19	ME	TRUE	60.83333333	1244.227625
27-Aug-19	ME	TRUE	64.08333333	1271.091125
28-Aug-19	ME	TRUE	65.16666667	1296.703875
29-Aug-19	ME	TRUE	69.45833333	1353.223833
30-Aug-19	ME	TRUE	71.16666667	1345.468458
31-Aug-19	ME	FALSE	66.75	1206.028917
1-Sep-19	ME	FALSE	61.33333333	1151.3385
2-Sep-19	ME	TRUE	63.875	1223.815542
3-Sep-19	ME	TRUE	65.79166667	1286.476958
4-Sep-19	ME	TRUE	67.04166667	1302.986417
5-Sep-19	ME	TRUE	62.29166667	1254.441375
6-Sep-19	ME	TRUE	58.08333333	1210.47675
7-Sep-19	ME	FALSE	58.875	1165.383708
8-Sep-19	ME	FALSE	58.41666667	1138.428333
9-Sep-19	ME	TRUE	57.29166667	1206.363958
10-Sep-19	ME	TRUE	58.875	1196.813583
11-Sep-19	ME	TRUE	72	1294.477375
12-Sep-19	ME	TRUE	61.125	1236.745667
13-Sep-19	ME	TRUE	56.08333333	1178.371083
14-Sep-19	ME	FALSE	56.625	1177.0025
15-Sep-19	ME	FALSE	67.375	1156.901292
16-Sep-19	ME	TRUE	60.91666667	1220.480292
17-Sep-19	ME	TRUE	57.45833333	1215.298958
18-Sep-19	ME	TRUE	52.95833333	1207.130833
19-Sep-19	ME	TRUE	52.58333333	1231.271333
20-Sep-19	ME	TRUE	62.125	1234.255542
21-Sep-19	ME	FALSE	67.375	1182.088167
22-Sep-19	ME	FALSE	67.41666667	1205.3145
23-Sep-19	ME	TRUE	74.75	1340.248042
24-Sep-19	ME	TRUE	69.75	1297.221542
25-Sep-19	ME	TRUE	58.70833333	1216.929292
26-Sep-19	ME	TRUE	59.45833333	1256.963333
27-Sep-19	ME	TRUE	59.125	1228.472708
28-Sep-19	ME	FALSE	63.04166667	1173.530667
29-Sep-19	ME	FALSE	63.75	1139.441375
30-Sep-19	ME	TRUE	50.625	1177.97225
1-Oct-19	ME	TRUE	58.04166667	1232.945625
2-Oct-19	ME	TRUE	59.45833333	1243.077417
3-Oct-19	ME	TRUE	46.70833333	1243.283792
4-Oct-19	ME	TRUE	48.875	1258.861042
5-Oct-19	ME	FALSE	46.66666667	1191.862458
6-Oct-19	ME	FALSE	50.20833333	1215.789958
7-Oct-19	ME	TRUE	62.79166667	1254.642167
8-Oct-19	ME	TRUE	58.16666667	1215.21025
9-Oct-19	ME	TRUE	52.79166667	1231.294125
10-Oct-19	ME	TRUE	53.41666667	1252.495042
11-Oct-19	ME	TRUE	54.70833333	1232.509167
12-Oct-19	ME	FALSE	53.04166667	1191.531792
13-Oct-19	ME	FALSE	56.25	1139.708083
14-Oct-19	ME	TRUE	56.75	1244.514833
15-Oct-19	ME	TRUE	52.95833333	1215.910667
16-Oct-19	ME	TRUE	48.04166667	1243.609625
17-Oct-19	ME	TRUE	52.08333333	1129.144917
18-Oct-19	ME	TRUE	49.75	1180.975167
19-Oct-19	ME	FALSE	46.58333333	1152.935542
20-Oct-19	ME	FALSE	44.5	1178.043292
21-Oct-19	ME	TRUE	52.25	1210.812958
22-Oct-19	ME	TRUE	49.16666667	1221.929208
23-Oct-19	ME	TRUE	55.79166667	1234.386042
24-Oct-19	ME	TRUE	52.75	1191.959833
25-Oct-19	ME	TRUE	51.33333333	1195.355833
26-Oct-19	ME	FALSE	49.83333333	1099.747083
27-Oct-19	ME	FALSE	45.25	1187.840083
28-Oct-19	ME	TRUE	48.29166667	1215.94075
29-Oct-19	ME	TRUE	50.33333333	1211.88
30-Oct-19	ME	TRUE	55.45833333	1197.631208
31-Oct-19	ME	TRUE	58.83333333	1205.983042
1-Jan-19	NH	TRUE	35.16666667	1208.097875
2-Jan-19	NH	TRUE	24.16666667	1401.358042
3-Jan-19	NH	TRUE	30.625	1382.830792
4-Jan-19	NH	TRUE	34.29166667	1313.813042
5-Jan-19	NH	FALSE	31.08333333	1247.704375
6-Jan-19	NH	FALSE	32.375	1255.085042
7-Jan-19	NH	TRUE	18.04166667	1460.784125
8-Jan-19	NH	TRUE	24.75	1430.909625
9-Jan-19	NH	TRUE	33.375	1354.316
10-Jan-19	NH	TRUE	27.25	1398.757958
11-Jan-19	NH	TRUE	15.41666667	1487.751167
12-Jan-19	NH	FALSE	11.25	1458.902667
13-Jan-19	NH	FALSE	13.33333333	1404.524917
14-Jan-19	NH	TRUE	14.5	1485.014083
15-Jan-19	NH	TRUE	21.16666667	1457.254292
16-Jan-19	NH	TRUE	26.125	1422.870917
17-Jan-19	NH	TRUE	14.66666667	1472.304375
18-Jan-19	NH	TRUE	22.41666667	1429.810583
19-Jan-19	NH	FALSE	22.875	1340.79975
20-Jan-19	NH	FALSE	13.5	1397.495042
21-Jan-19	NH	TRUE	0.041666667	1618.34625
22-Jan-19	NH	TRUE	10.25	1577.488333
23-Jan-19	NH	TRUE	26.375	1459.821333
24-Jan-19	NH	TRUE	43.66666667	1344.228875
25-Jan-19	NH	TRUE	31.04166667	1353.926458
26-Jan-19	NH	FALSE	20.91666667	1343.926083
27-Jan-19	NH	FALSE	24.54166667	1328.211
28-Jan-19	NH	TRUE	21.25	1410.046667
29-Jan-19	NH	TRUE	14.70833333	1513.99625
30-Jan-19	NH	TRUE	19.83333333	1455.230208
31-Jan-19	NH	TRUE	4.583333333	1589.185792
1-Feb-19	NH	TRUE	7.666666667	1564.966708
2-Feb-19	NH	FALSE	12.20833333	1458.563792
3-Feb-19	NH	FALSE	25.75	1335.4725
4-Feb-19	NH	TRUE	38.79166667	1295.255208
5-Feb-19	NH	TRUE	43.25	1271.083417
6-Feb-19	NH	TRUE	31.66666667	1316.73975
7-Feb-19	NH	TRUE	33.16666667	1342.724792
8-Feb-19	NH	TRUE	35.29166667	1313.484708
9-Feb-19	NH	FALSE	23.54166667	1328.374625
10-Feb-19	NH	FALSE	23.08333333	1319.69125
11-Feb-19	NH	TRUE	23.75	1402.776417
12-Feb-19	NH	TRUE	15.91666667	1496.498542
13-Feb-19	NH	TRUE	28.875	1393.80925
14-Feb-19	NH	TRUE	27.125	1363.335083
15-Feb-19	NH	TRUE	29.25	1367.17525
16-Feb-19	NH	FALSE	31.375	1248.164583
17-Feb-19	NH	FALSE	23	1273.745167
18-Feb-19	NH	TRUE	22.95833333	1410.288542
19-Feb-19	NH	TRUE	16.66666667	1454.738417
20-Feb-19	NH	TRUE	16.54166667	1466.436375
21-Feb-19	NH	TRUE	31.16666667	1385.112625
22-Feb-19	NH	TRUE	34.25	1300.653417
23-Feb-19	NH	FALSE	27.58333333	1243.505167
24-Feb-19	NH	FALSE	32.79166667	1242.064542
25-Feb-19	NH	TRUE	30.66666667	1348.463375
26-Feb-19	NH	TRUE	17	1438.133083
27-Feb-19	NH	TRUE	9.916666667	1497.399625
28-Feb-19	NH	TRUE	16.625	1426.840292
1-Mar-19	NH	TRUE	19.66666667	1377.028542
2-Mar-19	NH	FALSE	26.70833333	1283.563667
3-Mar-19	NH	FALSE	30.125	1214.408875
4-Mar-19	NH	TRUE	30.29166667	1330.318125
5-Mar-19	NH	TRUE	18.70833333	1379.632292
6-Mar-19	NH	TRUE	14.08333333	1439.590708
7-Mar-19	NH	TRUE	11	1469.26775
8-Mar-19	NH	TRUE	18.625	1403.029833
9-Mar-19	NH	FALSE	25.70833333	1260.053667
10-Mar-19	NH	FALSE	29.70833333	1285.160083
11-Mar-19	NH	TRUE	36.91666667	1298.31875
12-Mar-19	NH	TRUE	33.45833333	1303.277708
13-Mar-19	NH	TRUE	30.33333333	1315.944375
14-Mar-19	NH	TRUE	37.75	1276.599042
15-Mar-19	NH	TRUE	45.41666667	1223.184125
16-Mar-19	NH	FALSE	40.625	1141.881958
17-Mar-19	NH	FALSE	30.58333333	1194.729208
18-Mar-19	NH	TRUE	28.125	1305.649708
19-Mar-19	NH	TRUE	29.16666667	1299.281875
20-Mar-19	NH	TRUE	32.58333333	1276.538958
21-Mar-19	NH	TRUE	38.83333333	1257.851333
22-Mar-19	NH	TRUE	36.58333333	1276.470583
23-Mar-19	NH	FALSE	35.70833333	1186.961125
24-Mar-19	NH	FALSE	41.20833333	1140.920667
25-Mar-19	NH	TRUE	36.375	1223.513292
26-Mar-19	NH	TRUE	28.70833333	1273.0575
27-Mar-19	NH	TRUE	32.41666667	1265.858958
28-Mar-19	NH	TRUE	40.54166667	1238.475333
29-Mar-19	NH	TRUE	42.29166667	1209.790833
30-Mar-19	NH	FALSE	42.125	1118.929083
31-Mar-19	NH	FALSE	49.875	1098.12675
1-Apr-19	NH	TRUE	34.29166667	1228.657125
2-Apr-19	NH	TRUE	35.66666667	1239.422083
3-Apr-19	NH	TRUE	43.54166667	1203.691958
4-Apr-19	NH	TRUE	38.29166667	1223.97175
5-Apr-19	NH	TRUE	36.29166667	1224.794833
6-Apr-19	NH	FALSE	43.625	1100.312333
7-Apr-19	NH	FALSE	46.875	1065.013958
8-Apr-19	NH	TRUE	36.66666667	1246.268167
9-Apr-19	NH	TRUE	32.83333333	1287.242542
10-Apr-19	NH	TRUE	34.45833333	1264.427583
11-Apr-19	NH	TRUE	38	1218.457
12-Apr-19	NH	TRUE	40.41666667	1217.181042
13-Apr-19	NH	FALSE	55.875	1075.802042
14-Apr-19	NH	FALSE	52.125	1037.89775
15-Apr-19	NH	TRUE	46.54166667	1182.1215
16-Apr-19	NH	TRUE	44.33333333	1190.257625
17-Apr-19	NH	TRUE	45.83333333	1163.568417
18-Apr-19	NH	TRUE	41.41666667	1222.545917
19-Apr-19	NH	TRUE	60.20833333	1156.417208
20-Apr-19	NH	FALSE	66.04166667	1098.105708
21-Apr-19	NH	FALSE	61.29166667	1003.179083
22-Apr-19	NH	TRUE	56.79166667	1133.380833
23-Apr-19	NH	TRUE	53	1137.434333
24-Apr-19	NH	TRUE	48.875	1131.832458
25-Apr-19	NH	TRUE	50.91666667	1113.947792
26-Apr-19	NH	TRUE	43.25	1172.24175
27-Apr-19	NH	FALSE	43.54166667	1092.259208
28-Apr-19	NH	FALSE	46.45833333	1054.625083
29-Apr-19	NH	TRUE	43.95833333	1156.422917
30-Apr-19	NH	TRUE	43.79166667	1192.049
1-May-19	NH	TRUE	45.625	1194.207333
2-May-19	NH	TRUE	43.95833333	1204.563583
3-May-19	NH	TRUE	44.5	1186.336542
4-May-19	NH	FALSE	54.125	1049.829292
5-May-19	NH	FALSE	54.20833333	1036.665583
6-May-19	NH	TRUE	54.54166667	1124.421875
7-May-19	NH	TRUE	53.375	1161.398333
8-May-19	NH	TRUE	52.16666667	1126.830208
9-May-19	NH	TRUE	49.04166667	1134.094542
10-May-19	NH	TRUE	47.41666667	1162.425792
11-May-19	NH	FALSE	54.25	1014.085167
12-May-19	NH	FALSE	47.66666667	1023.774417
13-May-19	NH	TRUE	47.04166667	1149.39775
14-May-19	NH	TRUE	41.875	1197.142417
15-May-19	NH	TRUE	49.20833333	1165.995708
16-May-19	NH	TRUE	55.95833333	1145.019958
17-May-19	NH	TRUE	54.75	1151.283708
18-May-19	NH	FALSE	60.16666667	1026.499292
19-May-19	NH	FALSE	61.625	1040.65475
20-May-19	NH	TRUE	71	1261.154208
21-May-19	NH	TRUE	58.29166667	1167.837833
22-May-19	NH	TRUE	58.75	1151.242917
23-May-19	NH	TRUE	59.375	1171.757708
24-May-19	NH	TRUE	59.58333333	1152.023042
25-May-19	NH	FALSE	59.25	1043.086708
26-May-19	NH	FALSE	69.04166667	1082.209583
27-May-19	NH	TRUE	64.79166667	1097.741542
28-May-19	NH	TRUE	47.375	1162.277375
29-May-19	NH	TRUE	48.79166667	1172.882
30-May-19	NH	TRUE	57.41666667	1169.533
31-May-19	NH	TRUE	63.91666667	1166.710833
1-Jun-19	NH	FALSE	59	1059.365042
2-Jun-19	NH	FALSE	57.625	1058.681125
3-Jun-19	NH	TRUE	57.29166667	1146.190083
4-Jun-19	NH	TRUE	55.45833333	1148.732792
5-Jun-19	NH	TRUE	61.08333333	1201.575417
6-Jun-19	NH	TRUE	66.70833333	1243.60975
7-Jun-19	NH	TRUE	64.875	1228.856542
8-Jun-19	NH	FALSE	65.83333333	1127.047792
9-Jun-19	NH	FALSE	64.33333333	1117.032625
10-Jun-19	NH	TRUE	67.41666667	1277.902542
11-Jun-19	NH	TRUE	66.25	1295.701208
12-Jun-19	NH	TRUE	63.33333333	1233.869417
13-Jun-19	NH	TRUE	53.5	1188.776375
14-Jun-19	NH	TRUE	57.75	1165.208958
15-Jun-19	NH	FALSE	66.25	1108.340167
16-Jun-19	NH	FALSE	66.29166667	1128.998958
17-Jun-19	NH	TRUE	68.125	1286.954833
18-Jun-19	NH	TRUE	64.41666667	1263.965583
19-Jun-19	NH	TRUE	67.58333333	1321.475833
20-Jun-19	NH	TRUE	63.625	1300.194042
21-Jun-19	NH	TRUE	65.08333333	1247.210375
22-Jun-19	NH	FALSE	67.20833333	1140.469375
23-Jun-19	NH	FALSE	68.875	1176.745625
24-Jun-19	NH	TRUE	69.16666667	1338.010958
25-Jun-19	NH	TRUE	62.33333333	1277.6875
26-Jun-19	NH	TRUE	71.58333333	1394.640917
27-Jun-19	NH	TRUE	73.25	1435.12475
28-Jun-19	NH	TRUE	74.41666667	1490.709208
29-Jun-19	NH	FALSE	72.5	1367.776042
30-Jun-19	NH	FALSE	66.25	1218.779625
1-Jul-19	NH	TRUE	70.625	1384.467875
2-Jul-19	NH	TRUE	74.125	1502.63925
3-Jul-19	NH	TRUE	75.58333333	1564.40575
4-Jul-19	NH	TRUE	76.75	1462.771792
5-Jul-19	NH	TRUE	78.33333333	1571.428167
6-Jul-19	NH	FALSE	77.625	1573.817125
7-Jul-19	NH	FALSE	71.41666667	1344.201042
8-Jul-19	NH	TRUE	69.08333333	1393.457208
9-Jul-19	NH	TRUE	72.75	1480.136833
10-Jul-19	NH	TRUE	74.16666667	1557.071125
11-Jul-19	NH	TRUE	70	1525.658625
12-Jul-19	NH	TRUE	72.875	1556.773542
13-Jul-19	NH	FALSE	74.41666667	1463.966167
14-Jul-19	NH	FALSE	75.125	1475.071167
15-Jul-19	NH	TRUE	71.125	1488.128292
16-Jul-19	NH	TRUE	72	1523.444458
17-Jul-19	NH	TRUE	75.04166667	1638.6115
18-Jul-19	NH	TRUE	70.83333333	1500.621542
19-Jul-19	NH	TRUE	76.91666667	1683.7235
20-Jul-19	NH	FALSE	84.75	1860.973375
21-Jul-19	NH	FALSE	84.29166667	1830.542833
22-Jul-19	NH	TRUE	68.875	1559.994958
23-Jul-19	NH	TRUE	64.91666667	1340.981208
24-Jul-19	NH	TRUE	69.625	1406.030042
25-Jul-19	NH	TRUE	68.375	1411.933042
26-Jul-19	NH	TRUE	71.75	1485.085667
27-Jul-19	NH	FALSE	72.20833333	1433.23325
28-Jul-19	NH	FALSE	76.45833333	1515.1975
29-Jul-19	NH	TRUE	77.83333333	1764.560125
30-Jul-19	NH	TRUE	78.54166667	1819.057333
31-Jul-19	NH	TRUE	74.95833333	1715.832917
1-Aug-19	NH	TRUE	72.79166667	1576.201833
2-Aug-19	NH	TRUE	68.125	1440.828167
3-Aug-19	NH	FALSE	68.04166667	1352.217667
4-Aug-19	NH	FALSE	69.66666667	1327.4275
5-Aug-19	NH	TRUE	65.25	1358.352667
